serial,acronym,current_price,timestamp,market_cap,total_shares,stock_id,name,acronym,benefit_description,benefit_requirement
203283,LSC,377.41,1618865400,2887156210206,7649919743,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
203284,MCS,591.72,1618865400,10570093174961,17863335995,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
203285,TCB,862.21,1618865400,8955018597953,10386122404,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
203286,LAG,298.36,1618865400,1823394406924,6111390290,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
203287,YAZ,35.62,1618865400,2147416536165,60286820218,8,Yazoo,YAZ,Free Banner Advertising,1000000
203288,ELT,185.84,1618865400,938280758460,5048863315,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
203289,IST,312.92,1618865400,1662256362112,5312080922,26,International School TC,IST,Free Education Courses,100000
203290,WLT,438.75,1618865400,12453106124453,28383147862,30,Wind Lines Travel,WLT,Private Jet Access,9000000
203291,SYS,468.88,1618865400,3424061143631,7302638508,3,Syscore MFG,SYS,an Advanced Firewall,3000000
203292,IOU,144.71,1618865400,3640276822931,25155668737,5,Insured On Us,IOU,"$12,000,000 every month",3000000
203293,THS,319.36,1618865400,2961400546207,9272922552,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
203294,TMI,150.47,1618865400,5326215138523,35397189729,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
203295,EWM,276.57,1618865400,1740398782766,6292796698,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
203296,GRN,217.58,1618865400,1674111984850,7694236533,6,Grain,GRN,"$4,000,000 every month",500000
203297,PRN,499.04,1618865400,7790690244383,15611354289,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
203298,HRG,205.93,1618865400,7974249031596,38723105092,22,Home Retail Group,HRG,1x Random Property,10000000
203299,BAG,406.04,1618865400,2906316889172,7157710790,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
203300,TSB,829.27,1618865400,9320485063487,11239385319,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
203301,IIL,87.52,1618865400,1354151486621,15472480423,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
203302,FHG,588.82,1618865400,22316277414124,37899999005,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
203303,TCT,229.01,1618865400,619521190737,2705214579,9,The Torn City Times,TCT,"$1,000,000 every month",100000
203304,WSU,64.88,1618865400,2908106097374,44822843671,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
203305,TCM,304.04,1618865400,553103413014,1819179756,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
203306,EVL,370.2,1618865400,2274357308607,6143590785,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
203307,TCC,310.55,1618865400,1598938735643,5148732042,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
203308,CNC,675.06,1618865400,3044673314773,4510226224,10,Crude & Co,CNC,"$80,000,000 every month",7500000
203309,MSG,150.1,1618865400,2428274841380,16177713800,11,Messaging Inc.,MSG,Free Classified Advertising,300000
203310,TGP,90.17,1618865400,1447531097896,16053355860,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
203731,TMI,150.54,1618866300,5328680898604,35397109729,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
203732,LSC,376.66,1618866300,2889052887406,7670187669,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
203733,TCC,311.28,1618866300,1602588362034,5148382042,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
203734,YAZ,35.7,1618866300,2324993138740,65125858228,8,Yazoo,YAZ,Free Banner Advertising,1000000
203735,TCT,229.62,1618866300,621171389770,2705214658,9,The Torn City Times,TCT,"$1,000,000 every month",100000
203736,TCM,303.7,1618866300,553098723352,1821200933,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
203737,BAG,406.74,1618866300,2909360441358,7152875157,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
203738,SYS,468.95,1618866300,3549581730111,7569211494,3,Syscore MFG,SYS,an Advanced Firewall,3000000
203739,MSG,150.37,1618866300,2439806934346,16225357015,11,Messaging Inc.,MSG,Free Classified Advertising,300000
203740,ELT,186.45,1618866300,941376298665,5048947700,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
203741,HRG,205.45,1618866300,7990580922298,38893068495,22,Home Retail Group,HRG,1x Random Property,10000000
203742,TSB,829.16,1618866300,9319268404581,11239409046,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
203743,LAG,298.87,1618866300,1827912379203,6116078493,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
203744,SYM,745.05,1618866300,8814482959872,11830726743,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
203745,WLT,439.66,1618866300,12547786284515,28539749544,30,Wind Lines Travel,WLT,Private Jet Access,9000000
203746,THS,318.11,1618866300,2942451468635,9249792426,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
203747,CNC,674.35,1618866300,3041473135199,4510229310,10,Crude & Co,CNC,"$80,000,000 every month",7500000
203748,FHG,589.03,1618866300,22320219321204,37893179161,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
203749,EWM,276.29,1618866300,1738084192061,6290796598,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
203750,IST,313.46,1618866300,1395927767131,4453288353,26,International School TC,IST,Free Education Courses,100000
203751,MCS,589.74,1618866300,10530302678218,17855839316,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
203752,IOU,144.6,1618866300,3637879152370,25158223737,5,Insured On Us,IOU,"$12,000,000 every month",3000000
203753,GRN,217.39,1618866300,1672110477929,7691754349,6,Grain,GRN,"$4,000,000 every month",500000
203754,WSU,64.68,1618866300,2743175420989,42411493831,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
203755,EVL,370.46,1618866300,2276112299985,6144016358,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
203756,PRN,498.55,1618866300,7780757620412,15606774888,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
203757,TGP,90.06,1618866300,1445540078752,16050855860,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
203758,IIL,87.53,1618866300,1354280952806,15472191852,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
203759,TCB,860.9,1618866300,8940996249218,10385638575,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
203760,TCP,285.1,1618866300,1247389151986,4375268860,13,TC Media Productions,TCP,a Company Sales Boost,1000000
204181,SYS,469.02,1618867200,3438910253577,7332118574,3,Syscore MFG,SYS,an Advanced Firewall,3000000
204182,PRN,498.11,1618867200,7780106030638,15619252837,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
204183,WLT,439.61,1618867200,12545043336812,28536756072,30,Wind Lines Travel,WLT,Private Jet Access,9000000
204184,TCB,859.98,1618867200,8930780587738,10384870099,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
204185,TCP,284.82,1618867200,1246164076705,4375268860,13,TC Media Productions,TCP,a Company Sales Boost,1000000
204186,LSC,376.61,1618867200,2888594507954,7669988869,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
204187,LAG,299.05,1618867200,1829013273332,6116078493,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
204188,EWM,276.76,1618867200,1741040866462,6290796598,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
204189,TCM,302.94,1618867200,551714610643,1821200933,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
204190,TGP,90.04,1618867200,1445219061634,16050855860,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
204191,MCS,589.49,1618867200,10523578212876,17852004636,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
204192,MSG,150.8,1618867200,2444019036430,16207022788,11,Messaging Inc.,MSG,Free Classified Advertising,300000
204193,IIL,87.41,1618867200,1352428507665,15472240106,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
204194,ELT,186.58,1618867200,941807405884,5047740411,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
204195,HRG,205.02,1618867200,7975804258047,38902566862,22,Home Retail Group,HRG,1x Random Property,10000000
204196,IST,313.44,1618867200,1393413449021,4445550820,26,International School TC,IST,Free Education Courses,100000
204197,IOU,144.64,1618867200,3638586767320,25156158513,5,Insured On Us,IOU,"$12,000,000 every month",3000000
204198,CNC,677.68,1618867200,3056687111089,4510516927,10,Crude & Co,CNC,"$80,000,000 every month",7500000
204199,TMI,150.5,1618867200,5327801318557,35400673213,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
204200,FHG,588.65,1618867200,22301285057714,37885475338,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
204201,GRN,217.42,1618867200,1672236932664,7691274642,6,Grain,GRN,"$4,000,000 every month",500000
204202,BAG,407.25,1618867200,2927319945242,7188017054,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
204203,EVL,371.44,1618867200,2283629728940,6148044715,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
204204,TCC,312.09,1618867200,1609253803729,5156377339,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
204205,THS,318.02,1618867200,2938487099325,9239944341,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
204206,YAZ,35.8,1618867200,2330874881915,65108236925,8,Yazoo,YAZ,Free Banner Advertising,1000000
204207,TCT,229.77,1618867200,621586433078,2705254964,9,The Torn City Times,TCT,"$1,000,000 every month",100000
204208,WSU,64.73,1618867200,2745953805438,42421656194,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
204209,TSB,829.68,1618867200,9323869396962,11237910275,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
204210,SYM,744.02,1618867200,8801795057650,11830051689,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
204631,TCB,858.77,1618868100,8918219857750,10384875878,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
204632,SYS,468.81,1618868100,3068064361353,6544366292,3,Syscore MFG,SYS,an Advanced Firewall,3000000
204633,MSG,151.18,1618868100,2431359715490,16082548720,11,Messaging Inc.,MSG,Free Classified Advertising,300000
204634,LAG,299.05,1618868100,1828454897040,6114211326,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
204635,IIL,87.37,1618868100,1351856120831,15472772357,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
204636,WSU,64.71,1618868100,2743968766983,42404091593,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
204637,TCC,311.48,1618868100,1605850508112,5155549339,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
204638,TCM,303.42,1618868100,552484251315,1820856408,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
204639,GRN,216.44,1618868100,1664834055301,7691896393,6,Grain,GRN,"$4,000,000 every month",500000
204640,TCT,229.67,1618868100,621338874582,2705354964,9,The Torn City Times,TCT,"$1,000,000 every month",100000
204641,TMI,150.64,1618868100,5333666275746,35406706557,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
204642,LSC,375.88,1618868100,2876504710467,7652720843,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
204643,ELT,186.82,1618868100,949654954344,5083261719,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
204644,IST,313.46,1618868100,1607944645768,5129664537,26,International School TC,IST,Free Education Courses,100000
204645,EVL,371.11,1618868100,2274181384029,6128052017,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
204646,THS,318.72,1618868100,2948287145695,9250398926,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
204647,CNC,677.7,1618868100,3056794846750,4510542787,10,Crude & Co,CNC,"$80,000,000 every month",7500000
204648,PRN,498.68,1618868100,7789507687249,15620252842,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
204649,EWM,277.45,1618868100,1745658966115,6291796598,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
204650,WLT,439.6,1618868100,12525089806748,28492015029,30,Wind Lines Travel,WLT,Private Jet Access,9000000
204651,TSB,830.44,1618868100,9328817399799,11233583883,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
204652,IOU,144.64,1618868100,3636695892650,25143085541,5,Insured On Us,IOU,"$12,000,000 every month",3000000
204653,YAZ,35.74,1618868100,2026846906168,56710881538,8,Yazoo,YAZ,Free Banner Advertising,1000000
204654,MCS,590.26,1618868100,10539163749202,17855121047,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
204655,TCP,284.96,1618868100,1246776614346,4375268860,13,TC Media Productions,TCP,a Company Sales Boost,1000000
204656,FHG,588.68,1618868100,22302423623486,37885478738,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
204657,HRG,204.92,1618868100,8029088013751,39181573364,22,Home Retail Group,HRG,1x Random Property,10000000
204658,SYM,744.97,1618868100,8813624209286,11830844476,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
204659,TGP,89.87,1618868100,1442490416138,16050855860,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
204660,BAG,408.27,1618868100,2933793763237,7185915603,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
205081,TCT,229.58,1618869000,621243304371,2705999235,9,The Torn City Times,TCT,"$1,000,000 every month",100000
205082,EWM,276.89,1618869000,1743119431596,6295349892,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
205083,BAG,409.26,1618869000,2940922992589,7185952677,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
205084,LAG,299.56,1618869000,1831568651417,6114196326,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
205085,MCS,587.15,1618869000,10485477176984,17858259690,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
205086,IST,314.27,1618869000,1601942976132,5097346155,26,International School TC,IST,Free Education Courses,100000
205087,CNC,678.54,1618869000,3057191619484,4505543696,10,Crude & Co,CNC,"$80,000,000 every month",7500000
205088,HRG,205.16,1618869000,8041619154414,39196817871,22,Home Retail Group,HRG,1x Random Property,10000000
205089,IOU,144.51,1618869000,3634295514980,25149093592,5,Insured On Us,IOU,"$12,000,000 every month",3000000
205090,MSG,151.2,1618869000,2431198064585,16079352279,11,Messaging Inc.,MSG,Free Classified Advertising,300000
205091,TCM,303.64,1618869000,653126587811,2150989948,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
205092,SYS,470.14,1618869000,3080210957858,6551688769,3,Syscore MFG,SYS,an Advanced Firewall,3000000
205093,TMI,150.93,1618869000,5344341058349,35409402096,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
205094,SYM,744.91,1618869000,8814527364384,11833009846,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
205095,ELT,186.46,1618869000,944323894729,5064485116,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
205096,TGP,90.02,1618869000,1444898044517,16050855860,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
205097,WSU,64.61,1618869000,2656220802216,41111605049,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
205098,TCB,860.06,1618869000,8931036486580,10384201668,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
205099,PRN,498.29,1618869000,7783913978484,15621252641,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
205100,EVL,370.47,1618869000,2270257644702,6128047196,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
205101,WLT,441.73,1618869000,12601990087525,28528716835,30,Wind Lines Travel,WLT,Private Jet Access,9000000
205102,FHG,588.35,1618869000,22292276334034,37889481319,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
205103,YAZ,35.72,1618869000,1992700813768,55786696914,8,Yazoo,YAZ,Free Banner Advertising,1000000
205104,TCP,285.71,1618869000,1250058432842,4375270144,13,TC Media Productions,TCP,a Company Sales Boost,1000000
205105,IIL,87.57,1618869000,1355151094572,15475061032,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
205106,LSC,375.24,1618869000,2871893919283,7653485554,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
205107,TSB,828.76,1618869000,9309943515285,11233582117,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
205108,THS,320.1,1618869000,3085121034336,9637991360,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
205109,TCC,311.85,1618869000,1607751200667,5155527339,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
205110,GRN,216.53,1618869000,1666175915976,7694896393,6,Grain,GRN,"$4,000,000 every month",500000
205531,IOU,144.47,1618869900,3634417605069,25156901814,5,Insured On Us,IOU,"$12,000,000 every month",3000000
205532,TCT,229.56,1618869900,621256723234,2706293445,9,The Torn City Times,TCT,"$1,000,000 every month",100000
205533,ELT,186.76,1618869900,945843240264,5064485116,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
205534,CNC,679.34,1618869900,3060871892562,4505655331,10,Crude & Co,CNC,"$80,000,000 every month",7500000
205535,TMI,150.45,1618869900,5332883887465,35446220588,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
205536,TCP,285.45,1618869900,1249206883505,4376272144,13,TC Media Productions,TCP,a Company Sales Boost,1000000
205537,EVL,370.73,1618869900,2271888973500,6128149795,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
205538,THS,320.65,1618869900,3056449508108,9532042751,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
205539,TCM,303.2,1618869900,652179141668,2150986615,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
205540,IST,314.39,1618869900,1589340207759,5055314125,26,International School TC,IST,Free Education Courses,100000
205541,WSU,64.4,1618869900,2607511152548,40489303611,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
205542,WLT,442.28,1618869900,12491971053574,28244485515,30,Wind Lines Travel,WLT,Private Jet Access,9000000
205543,LAG,299.58,1618869900,1867637378968,6234185790,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
205544,FHG,589.26,1618869900,22327936550685,37891485169,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
205545,PRN,497.4,1618869900,7770505435960,15622246554,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
205546,HRG,205.13,1618869900,8142148445227,39692626360,22,Home Retail Group,HRG,1x Random Property,10000000
205547,BAG,409.31,1618869900,2943044241250,7190257363,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
205548,SYS,470.31,1618869900,3081020445913,6551041751,3,Syscore MFG,SYS,an Advanced Firewall,3000000
205549,IIL,87.66,1618869900,1352205755127,15425573296,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
205550,SYM,746.74,1618869900,8838341985185,11835902704,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
205551,YAZ,35.65,1618869900,1988787309125,55786460284,8,Yazoo,YAZ,Free Banner Advertising,1000000
205552,MSG,151.06,1618869900,2547137763490,16861761972,11,Messaging Inc.,MSG,Free Classified Advertising,300000
205553,TGP,89.82,1618869900,1441909630392,16053324765,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
205554,TCC,312.62,1618869900,1611720504982,5155525894,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
205555,TSB,829.04,1618869900,9312259973617,11232582232,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
205556,TCB,861.4,1618869900,8944719395202,10383932430,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
205557,GRN,216.85,1618869900,1668750275005,7695412843,6,Grain,GRN,"$4,000,000 every month",500000
205558,LSC,375.82,1618869900,2876366142722,7653573899,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
205559,EWM,276.39,1618869900,1704843205658,6168252128,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
205560,MCS,583.84,1618869900,10459550131476,17915096827,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
205981,TCP,285.81,1618870800,1250493533044,4375261653,13,TC Media Productions,TCP,a Company Sales Boost,1000000
205982,ELT,187.2,1618870800,948070116115,5064477116,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
205983,TCB,861.02,1618870800,8942880919654,10386380014,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
205984,MSG,151.24,1618870800,2515580837567,16633039127,11,Messaging Inc.,MSG,Free Classified Advertising,300000
205985,TMI,151.31,1618870800,5361706518465,35435242340,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
205986,TGP,89.67,1618870800,1439274318228,16050789765,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
205987,BAG,408.92,1618870800,2923443885780,7149182935,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
205988,MCS,584.65,1618870800,10475169720667,17916992595,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
205989,FHG,588.91,1618870800,22313498136627,37889487590,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
205990,EWM,276.54,1618870800,1705850279130,6168548055,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
205991,IOU,144.42,1618870800,3632724571538,25153888461,5,Insured On Us,IOU,"$12,000,000 every month",3000000
205992,TCT,229.85,1618870800,622050256890,2706331333,9,The Torn City Times,TCT,"$1,000,000 every month",100000
205993,LSC,375.96,1618870800,2877414726802,7653512945,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
205994,SYS,469.59,1618870800,3076319109674,6551074575,3,Syscore MFG,SYS,an Advanced Firewall,3000000
205995,LAG,299.19,1618870800,1864979277245,6233427846,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
205996,GRN,216.79,1618870800,1668181193224,7694917631,6,Grain,GRN,"$4,000,000 every month",500000
205997,SYM,746.51,1618870800,8829426867977,11827606955,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
205998,PRN,498.2,1618870800,7778453802826,15613114819,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
205999,TSB,828.58,1618870800,9302201655163,11226678963,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
206000,YAZ,35.7,1618870800,1916228033282,53675855274,8,Yazoo,YAZ,Free Banner Advertising,1000000
206001,IIL,87.57,1618870800,1350798392081,15425355625,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
206002,IST,314.43,1618870800,1586770567375,5046498640,26,International School TC,IST,Free Education Courses,100000
206003,THS,321.4,1618870800,2988132379978,9297238270,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
206004,CNC,685.14,1618870800,3094033616681,4515914436,10,Crude & Co,CNC,"$80,000,000 every month",7500000
206005,HRG,205.28,1618870800,8320577866437,40532822810,22,Home Retail Group,HRG,1x Random Property,10000000
206006,WSU,64.15,1618870800,2683672153004,41834328184,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
206007,EVL,371.12,1618870800,2274278209680,6128147795,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
206008,TCM,303.16,1618870800,554208718034,1828106340,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
206009,WLT,442.01,1618870800,12478500246129,28231262293,30,Wind Lines Travel,WLT,Private Jet Access,9000000
206010,TCC,312.38,1618870800,1609054641287,5150952818,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
206431,SYS,469.72,1618871700,3077122489397,6550971833,3,Syscore MFG,SYS,an Advanced Firewall,3000000
206432,EWM,276.71,1618871700,1706922122811,6168631863,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
206433,TCC,312.51,1618871700,1609724265153,5150952818,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
206434,MSG,151.18,1618871700,2315602427654,15316856910,11,Messaging Inc.,MSG,Free Classified Advertising,300000
206435,LAG,298.98,1618871700,1862496613500,6229502353,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
206436,YAZ,35.71,1618871700,1916733350394,53674974808,8,Yazoo,YAZ,Free Banner Advertising,1000000
206437,TSB,828.07,1618871700,9296427949617,11226620877,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
206438,TCB,860.41,1618871700,8936550961618,10386386678,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
206439,TCP,285.67,1618871700,1249862514135,4375196955,13,TC Media Productions,TCP,a Company Sales Boost,1000000
206440,TCM,302.05,1618871700,552348698202,1828666440,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
206441,EVL,371.66,1618871700,2242688125549,6034246692,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
206442,GRN,216.97,1618871700,1669912593111,7696513772,6,Grain,GRN,"$4,000,000 every month",500000
206443,CNC,684.54,1618871700,3089293935956,4512948748,10,Crude & Co,CNC,"$80,000,000 every month",7500000
206444,TGP,89.77,1618871700,1441103822204,16053289765,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
206445,MCS,586.16,1618871700,10500740470897,17914461019,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
206446,WLT,442.88,1618871700,12524551305249,28279785281,30,Wind Lines Travel,WLT,Private Jet Access,9000000
206447,IOU,144.33,1618871700,3630399396192,25153463564,5,Insured On Us,IOU,"$12,000,000 every month",3000000
206448,FHG,588.96,1618871700,22315781874695,37890148524,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
206449,HRG,205.4,1618871700,8335548120887,40582025905,22,Home Retail Group,HRG,1x Random Property,10000000
206450,WSU,64.27,1618871700,2773634485678,43155974571,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
206451,IST,314.51,1618871700,1556525764249,4949050155,26,International School TC,IST,Free Education Courses,100000
206452,THS,321.06,1618871700,2925709197625,9112655571,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
206453,TCT,229.66,1618871700,621558790277,2706430333,9,The Torn City Times,TCT,"$1,000,000 every month",100000
206454,PRN,498.08,1618871700,7776580481574,15613115326,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
206455,ELT,186.92,1618871700,943522365260,5047733604,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
206456,BAG,409.27,1618871700,2925353560748,7147735140,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
206457,TMI,151.01,1618871700,5346499086662,35404934022,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
206458,IIL,87.53,1618871700,1349930576309,15422490304,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
206459,SYM,748.99,1618871700,8863306323438,11833677784,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
206460,LSC,376.97,1618871700,2885457500141,7654342521,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
206881,TCM,302.42,1618872600,553327724785,1829666440,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
206882,IST,314.26,1618872600,1540948957756,4903420600,26,International School TC,IST,Free Education Courses,100000
206883,EVL,372.96,1618872600,2251299595971,6036303078,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
206884,TCC,312.79,1618872600,1614383385978,5161237207,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
206885,IOU,144.34,1618872600,3630650930828,25153463564,5,Insured On Us,IOU,"$12,000,000 every month",3000000
206886,TMI,151.04,1618872600,5348288717484,35409750513,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
